n : 1.0
freq : 83.33 MHz
SWR : 9.207
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
  0  90   -23.663     0.004302      -3358.162
  5  90   -21.520     0.007047      -3361.127
 10  90   -19.370     0.011562      -3364.259
 15  90   -17.125     0.019386      -3365.322
 20  90   -14.685     0.033999      -3365.429
 25  90   -13.841     0.041291      -3364.843
 30  90   -13.605     0.043601      -3364.745
 35  90   -11.786     0.066282      -3364.395
 40  90   -10.535     0.088400      -3363.269
 45  90   -11.094     0.077724      -3363.818
 50  90   -10.456     0.090031      -3361.596
 55  90    -9.390     0.115079      -3360.211
 60  90    -9.508     0.111988      -3361.060
 65  90    -8.881     0.129383      -3363.670
 70  90   -10.057     0.098705      -3363.217
 75  90   -10.105     0.097620      -3362.540
 80  90   -10.262     0.094149      -3363.050
 85  90   -11.472     0.071253      -3361.426
 90  90   -11.750     0.066827      -3363.795
 95  90   -11.597     0.069239      -3365.985
100  90   -10.617     0.086747      -3364.543
105  90    -9.870     0.103040      -3362.238
110  90    -9.809     0.104492      -3363.590
115  90    -9.183     0.120700      -3365.170
120  90    -9.272     0.118238      -3364.836
125  90    -9.610     0.109400      -3361.438
130  90    -9.665     0.108009      -3362.300
135  90   -10.795     0.083276      -3360.630
140  90   -10.932     0.080692      -3358.851
145  90   -11.472     0.071256      -3359.205
150  90   -13.900     0.040735      -3001.397
155  90   -13.950     0.040274      -3001.117
160  90   -14.780     0.033265      -3002.423
165  90   -16.851     0.020650      -3362.547
170  90   -19.245     0.011900      -3004.559
175  90   -21.426     0.007200      -3007.170
180  90   -22.711     0.005356      -3008.948
  0  95   -23.663     0.004302      -3358.162
  5  95   -21.520     0.007047      -3361.127
 10  95   -19.370     0.011562      -3364.259
 15  95   -17.125     0.019386      -3365.322
 20  95   -14.685     0.033999      -3365.429
 25  95   -13.841     0.041291      -3364.843
 30  95   -13.605     0.043601      -3364.745
 35  95   -11.786     0.066282      -3364.395
 40  95   -10.535     0.088400      -3363.269
 45  95   -11.094     0.077724      -3363.818
 50  95   -10.456     0.090031      -3361.596
 55  95    -9.390     0.115079      -3360.211
 60  95    -9.508     0.111988      -3361.060
 65  95    -8.881     0.129383      -3363.670
 70  95   -10.057     0.098705      -3363.217
 75  95   -10.105     0.097620      -3362.540
 80  95   -10.262     0.094149      -3363.050
 85  95   -11.472     0.071253      -3361.426
 90  95   -11.750     0.066827      -3363.795
 95  95   -11.597     0.069239      -3365.985
100  95   -10.617     0.086747      -3364.543
105  95    -9.870     0.103040      -3362.238
110  95    -9.809     0.104492      -3363.590
115  95    -9.183     0.120700      -3365.170
120  95    -9.272     0.118238      -3364.836
125  95    -9.610     0.109400      -3361.438
130  95    -9.665     0.108009      -3362.300
135  95   -10.795     0.083276      -3360.630
140  95   -10.932     0.080692      -3358.851
145  95   -11.472     0.071256      -3359.205
150  95   -13.900     0.040735      -3001.397
155  95   -13.950     0.040274      -3001.117
160  95   -14.780     0.033265      -3002.423
165  95   -16.851     0.020650      -3362.547
170  95   -19.245     0.011900      -3004.559
175  95   -21.426     0.007200      -3007.170
180  95   -22.711     0.005356      -3008.948
  0 100   -23.663     0.004302      -3358.162
  5 100   -21.520     0.007047      -3361.127
 10 100   -19.370     0.011562      -3364.259
 15 100   -17.125     0.019386      -3365.322
 20 100   -14.685     0.033999      -3365.429
 25 100   -13.841     0.041291      -3364.843
 30 100   -13.605     0.043601      -3364.745
 35 100   -11.786     0.066282      -3364.395
 40 100   -10.535     0.088400      -3363.269
 45 100   -11.094     0.077724      -3363.818
 50 100   -10.456     0.090031      -3361.596
 55 100    -9.390     0.115079      -3360.211
 60 100    -9.508     0.111988      -3361.060
 65 100    -8.881     0.129383      -3363.670
 70 100   -10.057     0.098705      -3363.217
 75 100   -10.105     0.097620      -3362.540
 80 100   -10.262     0.094149      -3363.050
 85 100   -11.472     0.071253      -3361.426
 90 100   -11.750     0.066827      -3363.795
 95 100   -11.597     0.069239      -3365.985
100 100   -10.617     0.086747      -3364.543
105 100    -9.870     0.103040      -3362.238
110 100    -9.809     0.104492      -3363.590
115 100    -9.183     0.120700      -3365.170
120 100    -9.272     0.118238      -3364.836
125 100    -9.610     0.109400      -3361.438
130 100    -9.665     0.108009      -3362.300
135 100   -10.795     0.083276      -3360.630
140 100   -10.932     0.080692      -3358.851
145 100   -11.472     0.071256      -3359.205
150 100   -13.900     0.040735      -3001.397
155 100   -13.950     0.040274      -3001.117
160 100   -14.780     0.033265      -3002.423
165 100   -16.851     0.020650      -3362.547
170 100   -19.245     0.011900      -3004.559
175 100   -21.426     0.007200      -3007.170
180 100   -22.711     0.005356      -3008.948
  0 105   -23.663     0.004302      -3358.162
  5 105   -21.520     0.007047      -3361.127
 10 105   -19.370     0.011562      -3364.259
 15 105   -17.125     0.019386      -3365.322
 20 105   -14.685     0.033999      -3365.429
 25 105   -13.841     0.041291      -3364.843
 30 105   -13.605     0.043601      -3364.745
 35 105   -11.786     0.066282      -3364.395
 40 105   -10.535     0.088400      -3363.269
 45 105   -11.094     0.077724      -3363.818
 50 105   -10.456     0.090031      -3361.596
 55 105    -9.390     0.115079      -3360.211
 60 105    -9.508     0.111988      -3361.060
 65 105    -8.881     0.129383      -3363.670
 70 105   -10.057     0.098705      -3363.217
 75 105   -10.105     0.097620      -3362.540
 80 105   -10.262     0.094149      -3363.050
 85 105   -11.472     0.071253      -3361.426
 90 105   -11.750     0.066827      -3363.795
 95 105   -11.597     0.069239      -3365.985
100 105   -10.617     0.086747      -3364.543
105 105    -9.870     0.103040      -3362.238
110 105    -9.809     0.104492      -3363.590
115 105    -9.183     0.120700      -3365.170
120 105    -9.272     0.118238      -3364.836
125 105    -9.610     0.109400      -3361.438
130 105    -9.665     0.108009      -3362.300
135 105   -10.795     0.083276      -3360.630
140 105   -10.932     0.080692      -3358.851
145 105   -11.472     0.071256      -3359.205
150 105   -13.900     0.040735      -3001.397
155 105   -13.950     0.040274      -3001.117
160 105   -14.780     0.033265      -3002.423
165 105   -16.851     0.020650      -3362.547
170 105   -19.245     0.011900      -3004.559
175 105   -21.426     0.007200      -3007.170
180 105   -22.711     0.005356      -3008.948
  0 110   -23.663     0.004302      -3358.162
  5 110   -21.520     0.007047      -3361.127
 10 110   -19.370     0.011562      -3364.259
 15 110   -17.125     0.019386      -3365.322
 20 110   -14.685     0.033999      -3365.429
 25 110   -13.841     0.041291      -3364.843
 30 110   -13.605     0.043601      -3364.745
 35 110   -11.786     0.066282      -3364.395
 40 110   -10.535     0.088400      -3363.269
 45 110   -11.094     0.077724      -3363.818
 50 110   -10.456     0.090031      -3361.596
 55 110    -9.390     0.115079      -3360.211
 60 110    -9.508     0.111988      -3361.060
 65 110    -8.881     0.129383      -3363.670
 70 110   -10.057     0.098705      -3363.217
 75 110   -10.105     0.097620      -3362.540
 80 110   -10.262     0.094149      -3363.050
 85 110   -11.472     0.071253      -3361.426
 90 110   -11.750     0.066827      -3363.795
 95 110   -11.597     0.069239      -3365.985
100 110   -10.617     0.086747      -3364.543
105 110    -9.870     0.103040      -3362.238
110 110    -9.809     0.104492      -3363.590
115 110    -9.183     0.120700      -3365.170
120 110    -9.272     0.118238      -3364.836
125 110    -9.610     0.109400      -3361.438
130 110    -9.665     0.108009      -3362.300
135 110   -10.795     0.083276      -3360.630
140 110   -10.932     0.080692      -3358.851
145 110   -11.472     0.071256      -3359.205
150 110   -13.900     0.040735      -3001.397
155 110   -13.950     0.040274      -3001.117
160 110   -14.780     0.033265      -3002.423
165 110   -16.851     0.020650      -3362.547
170 110   -19.245     0.011900      -3004.559
175 110   -21.426     0.007200      -3007.170
180 110   -22.711     0.005356      -3008.948
  0 115   -23.663     0.004302      -3358.162
  5 115   -21.520     0.007047      -3361.127
 10 115   -19.370     0.011562      -3364.259
 15 115   -17.125     0.019386      -3365.322
 20 115   -14.685     0.033999      -3365.429
 25 115   -13.841     0.041291      -3364.843
 30 115   -13.605     0.043601      -3364.745
 35 115   -11.786     0.066282      -3364.395
 40 115   -10.535     0.088400      -3363.269
 45 115   -11.094     0.077724      -3363.818
 50 115   -10.456     0.090031      -3361.596
 55 115    -9.390     0.115079      -3360.211
 60 115    -9.508     0.111988      -3361.060
 65 115    -8.881     0.129383      -3363.670
 70 115   -10.057     0.098705      -3363.217
 75 115   -10.105     0.097620      -3362.540
 80 115   -10.262     0.094149      -3363.050
 85 115   -11.472     0.071253      -3361.426
 90 115   -11.750     0.066827      -3363.795
 95 115   -11.597     0.069239      -3365.985
100 115   -10.617     0.086747      -3364.543
105 115    -9.870     0.103040      -3362.238
110 115    -9.809     0.104492      -3363.590
115 115    -9.183     0.120700      -3365.170
120 115    -9.272     0.118238      -3364.836
125 115    -9.610     0.109400      -3361.438
130 115    -9.665     0.108009      -3362.300
135 115   -10.795     0.083276      -3360.630
140 115   -10.932     0.080692      -3358.851
145 115   -11.472     0.071256      -3359.205
150 115   -13.900     0.040735      -3001.397
155 115   -13.950     0.040274      -3001.117
160 115   -14.780     0.033265      -3002.423
165 115   -16.851     0.020650      -3362.547
170 115   -19.245     0.011900      -3004.559
175 115   -21.426     0.007200      -3007.170
180 115   -22.711     0.005356      -3008.948
  0 120   -23.663     0.004302      -3358.162
  5 120   -21.520     0.007047      -3361.127
 10 120   -19.370     0.011562      -3364.259
 15 120   -17.125     0.019386      -3365.322
 20 120   -14.685     0.033999      -3365.429
 25 120   -13.841     0.041291      -3364.843
 30 120   -13.605     0.043601      -3364.745
 35 120   -11.786     0.066282      -3364.395
 40 120   -10.535     0.088400      -3363.269
 45 120   -11.094     0.077724      -3363.818
 50 120   -10.456     0.090031      -3361.596
 55 120    -9.390     0.115079      -3360.211
 60 120    -9.508     0.111988      -3361.060
 65 120    -8.881     0.129383      -3363.670
 70 120   -10.057     0.098705      -3363.217
 75 120   -10.105     0.097620      -3362.540
 80 120   -10.262     0.094149      -3363.050
 85 120   -11.472     0.071253      -3361.426
 90 120   -11.750     0.066827      -3363.795
 95 120   -11.597     0.069239      -3365.985
100 120   -10.617     0.086747      -3364.543
105 120    -9.870     0.103040      -3362.238
110 120    -9.809     0.104492      -3363.590
115 120    -9.183     0.120700      -3365.170
120 120    -9.272     0.118238      -3364.836
125 120    -9.610     0.109400      -3361.438
130 120    -9.665     0.108009      -3362.300
135 120   -10.795     0.083276      -3360.630
140 120   -10.932     0.080692      -3358.851
145 120   -11.472     0.071256      -3359.205
150 120   -13.900     0.040735      -3001.397
155 120   -13.950     0.040274      -3001.117
160 120   -14.780     0.033265      -3002.423
165 120   -16.851     0.020650      -3362.547
170 120   -19.245     0.011900      -3004.559
175 120   -21.426     0.007200      -3007.170
180 120   -22.711     0.005356      -3008.948
  0 125   -23.663     0.004302      -3358.162
  5 125   -21.520     0.007047      -3361.127
 10 125   -19.370     0.011562      -3364.259
 15 125   -17.125     0.019386      -3365.322
 20 125   -14.685     0.033999      -3365.429
 25 125   -13.841     0.041291      -3364.843
 30 125   -13.605     0.043601      -3364.745
 35 125   -11.786     0.066282      -3364.395
 40 125   -10.535     0.088400      -3363.269
 45 125   -11.094     0.077724      -3363.818
 50 125   -10.456     0.090031      -3361.596
 55 125    -9.390     0.115079      -3360.211
 60 125    -9.508     0.111988      -3361.060
 65 125    -8.881     0.129383      -3363.670
 70 125   -10.057     0.098705      -3363.217
 75 125   -10.105     0.097620      -3362.540
 80 125   -10.262     0.094149      -3363.050
 85 125   -11.472     0.071253      -3361.426
 90 125   -11.750     0.066827      -3363.795
 95 125   -11.597     0.069239      -3365.985
100 125   -10.617     0.086747      -3364.543
105 125    -9.870     0.103040      -3362.238
110 125    -9.809     0.104492      -3363.590
115 125    -9.183     0.120700      -3365.170
120 125    -9.272     0.118238      -3364.836
125 125    -9.610     0.109400      -3361.438
130 125    -9.665     0.108009      -3362.300
135 125   -10.795     0.083276      -3360.630
140 125   -10.932     0.080692      -3358.851
145 125   -11.472     0.071256      -3359.205
150 125   -13.900     0.040735      -3001.397
155 125   -13.950     0.040274      -3001.117
160 125   -14.780     0.033265      -3002.423
165 125   -16.851     0.020650      -3362.547
170 125   -19.245     0.011900      -3004.559
175 125   -21.426     0.007200      -3007.170
180 125   -22.711     0.005356      -3008.948
  0 130   -23.663     0.004302      -3358.162
  5 130   -21.520     0.007047      -3361.127
 10 130   -19.370     0.011562      -3364.259
 15 130   -17.125     0.019386      -3365.322
 20 130   -14.685     0.033999      -3365.429
 25 130   -13.841     0.041291      -3364.843
 30 130   -13.605     0.043601      -3364.745
 35 130   -11.786     0.066282      -3364.395
 40 130   -10.535     0.088400      -3363.269
 45 130   -11.094     0.077724      -3363.818
 50 130   -10.456     0.090031      -3361.596
 55 130    -9.390     0.115079      -3360.211
 60 130    -9.508     0.111988      -3361.060
 65 130    -8.881     0.129383      -3363.670
 70 130   -10.057     0.098705      -3363.217
 75 130   -10.105     0.097620      -3362.540
