n : 1.0
freq : 83.33 MHz
SWR : 24.444
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 35 235    -5.917     0.256041     -64280.817
 40 235    -5.489     0.282553     -64642.318
 45 235    -4.765     0.333826     -64639.929
 50 235    -4.474     0.356977     -64276.091
 55 235    -3.880     0.409232     -64277.134
 60 235    -2.686     0.538803     -64634.835
 65 235    -2.946     0.507493     -63917.142
 70 235    -4.397     0.363346     -64274.971
 75 235    -6.455     0.226204     -64271.437
 80 235   -10.074     0.098315     -64267.869
 85 235    -9.950     0.101163     -64270.554
 90 235   -10.295     0.093442     -63910.342
 95 235   -10.679     0.085530     -63908.323
100 235   -10.053     0.098782     -64268.326
105 235    -7.460     0.179490     -64268.837
110 235    -4.154     0.384255     -64271.824
115 235    -2.645     0.543851     -64270.137
120 235    -2.612     0.548037     -64631.197
125 235    -3.285     0.469397     -64630.916
130 235    -4.643     0.343329     -64629.338
135 235    -4.944     0.320302     -64627.177
140 235    -4.938     0.320804     -64267.547
145 235    -5.606     0.275068     -63905.956
150 235    -6.443     0.226835     -63546.257
155 235    -7.179     0.191470     -63903.635
160 235    -8.543     0.139865     -63900.409
165 235   -11.302     0.074092     -63901.820
170 235   -12.151     0.060934     -63904.538
175 235   -15.722     0.026782     -63546.591
180 235   -23.886     0.004087     -63547.753
  0 240   -22.221     0.005996     -64290.340
  5 240   -17.285     0.018686     -64287.259
 10 240   -14.182     0.038178     -63925.800
 15 240   -10.828     0.082636     -64282.952
 20 240    -9.249     0.118872     -63923.655
 25 240    -8.281     0.148546     -64287.775
 30 240    -5.830     0.261210     -64285.152
 35 240    -5.917     0.256041     -64280.817
 40 240    -5.489     0.282553     -64642.318
 45 240    -4.765     0.333826     -64639.929
 50 240    -4.474     0.356977     -64276.091
 55 240    -3.880     0.409232     -64277.134
 60 240    -2.686     0.538803     -64634.835
 65 240    -2.946     0.507493     -63917.142
 70 240    -4.397     0.363346     -64274.971
 75 240    -6.455     0.226204     -64271.437
 80 240   -10.074     0.098315     -64267.869
 85 240    -9.950     0.101163     -64270.554
 90 240   -10.295     0.093442     -63910.342
 95 240   -10.679     0.085530     -63908.323
100 240   -10.053     0.098782     -64268.326
105 240    -7.460     0.179490     -64268.837
110 240    -4.154     0.384255     -64271.824
115 240    -2.645     0.543851     -64270.137
120 240    -2.612     0.548037     -64631.197
125 240    -3.285     0.469397     -64630.916
130 240    -4.643     0.343329     -64629.338
135 240    -4.944     0.320302     -64627.177
140 240    -4.938     0.320804     -64267.547
145 240    -5.606     0.275068     -63905.956
150 240    -6.443     0.226835     -63546.257
155 240    -7.179     0.191470     -63903.635
160 240    -8.543     0.139865     -63900.409
165 240   -11.302     0.074092     -63901.820
170 240   -12.151     0.060934     -63904.538
175 240   -15.722     0.026782     -63546.591
180 240   -23.886     0.004087     -63547.753
  0 245   -22.221     0.005996     -64290.340
  5 245   -17.285     0.018686     -64287.259
 10 245   -14.182     0.038178     -63925.800
 15 245   -10.828     0.082636     -64282.952
 20 245    -9.249     0.118872     -63923.655
 25 245    -8.281     0.148546     -64287.775
 30 245    -5.830     0.261210     -64285.152
 35 245    -5.917     0.256041     -64280.817
 40 245    -5.489     0.282553     -64642.318
 45 245    -4.765     0.333826     -64639.929
 50 245    -4.474     0.356977     -64276.091
 55 245    -3.880     0.409232     -64277.134
 60 245    -2.686     0.538803     -64634.835
 65 245    -2.946     0.507493     -63917.142
 70 245    -4.397     0.363346     -64274.971
 75 245    -6.455     0.226204     -64271.437
 80 245   -10.074     0.098315     -64267.869
 85 245    -9.950     0.101163     -64270.554
 90 245   -10.295     0.093442     -63910.342
 95 245   -10.679     0.085530     -63908.323
100 245   -10.053     0.098782     -64268.326
105 245    -7.460     0.179490     -64268.837
110 245    -4.154     0.384255     -64271.824
115 245    -2.645     0.543851     -64270.137
120 245    -2.612     0.548037     -64631.197
125 245    -3.285     0.469397     -64630.916
130 245    -4.643     0.343329     -64629.338
135 245    -4.944     0.320302     -64627.177
140 245    -4.938     0.320804     -64267.547
145 245    -5.606     0.275068     -63905.956
150 245    -6.443     0.226835     -63546.257
155 245    -7.179     0.191470     -63903.635
160 245    -8.543     0.139865     -63900.409
165 245   -11.302     0.074092     -63901.820
170 245   -12.151     0.060934     -63904.538
175 245   -15.722     0.026782     -63546.591
180 245   -23.886     0.004087     -63547.753
  0 250   -22.221     0.005996     -64290.340
  5 250   -17.285     0.018686     -64287.259
 10 250   -14.182     0.038178     -63925.800
 15 250   -10.828     0.082636     -64282.952
 20 250    -9.249     0.118872     -63923.655
 25 250    -8.281     0.148546     -64287.775
 30 250    -5.830     0.261210     -64285.152
 35 250    -5.917     0.256041     -64280.817
 40 250    -5.489     0.282553     -64642.318
 45 250    -4.765     0.333826     -64639.929
 50 250    -4.474     0.356977     -64276.091
 55 250    -3.880     0.409232     -64277.134
 60 250    -2.686     0.538803     -64634.835
 65 250    -2.946     0.507493     -63917.142
 70 250    -4.397     0.363346     -64274.971
 75 250    -6.455     0.226204     -64271.437
 80 250   -10.074     0.098315     -64267.869
 85 250    -9.950     0.101163     -64270.554
 90 250   -10.295     0.093442     -63910.342
 95 250   -10.679     0.085530     -63908.323
100 250   -10.053     0.098782     -64268.326
105 250    -7.460     0.179490     -64268.837
110 250    -4.154     0.384255     -64271.824
115 250    -2.645     0.543851     -64270.137
120 250    -2.612     0.548037     -64631.197
125 250    -3.285     0.469397     -64630.916
130 250    -4.643     0.343329     -64629.338
135 250    -4.944     0.320302     -64627.177
140 250    -4.938     0.320804     -64267.547
145 250    -5.606     0.275068     -63905.956
150 250    -6.443     0.226835     -63546.257
155 250    -7.179     0.191470     -63903.635
160 250    -8.543     0.139865     -63900.409
165 250   -11.302     0.074092     -63901.820
170 250   -12.151     0.060934     -63904.538
175 250   -15.722     0.026782     -63546.591
180 250   -23.886     0.004087     -63547.753
  0 255   -22.221     0.005996     -64290.340
  5 255   -17.285     0.018686     -64287.259
 10 255   -14.182     0.038178     -63925.800
 15 255   -10.828     0.082636     -64282.952
 20 255    -9.249     0.118872     -63923.655
 25 255    -8.281     0.148546     -64287.775
 30 255    -5.830     0.261210     -64285.152
 35 255    -5.917     0.256041     -64280.817
 40 255    -5.489     0.282553     -64642.318
 45 255    -4.765     0.333826     -64639.929
 50 255    -4.474     0.356977     -64276.091
 55 255    -3.880     0.409232     -64277.134
 60 255    -2.686     0.538803     -64634.835
 65 255    -2.946     0.507493     -63917.142
 70 255    -4.397     0.363346     -64274.971
 75 255    -6.455     0.226204     -64271.437
 80 255   -10.074     0.098315     -64267.869
 85 255    -9.950     0.101163     -64270.554
 90 255   -10.295     0.093442     -63910.342
 95 255   -10.679     0.085530     -63908.323
100 255   -10.053     0.098782     -64268.326
105 255    -7.460     0.179490     -64268.837
110 255    -4.154     0.384255     -64271.824
115 255    -2.645     0.543851     -64270.137
120 255    -2.612     0.548037     -64631.197
125 255    -3.285     0.469397     -64630.916
130 255    -4.643     0.343329     -64629.338
135 255    -4.944     0.320302     -64627.177
140 255    -4.938     0.320804     -64267.547
145 255    -5.606     0.275068     -63905.956
150 255    -6.443     0.226835     -63546.257
155 255    -7.179     0.191470     -63903.635
160 255    -8.543     0.139865     -63900.409
165 255   -11.302     0.074092     -63901.820
170 255   -12.151     0.060934     -63904.538
175 255   -15.722     0.026782     -63546.591
180 255   -23.886     0.004087     -63547.753
  0 260   -22.221     0.005996     -64290.340
  5 260   -17.285     0.018686     -64287.259
 10 260   -14.182     0.038178     -63925.800
 15 260   -10.828     0.082636     -64282.952
 20 260    -9.249     0.118872     -63923.655
 25 260    -8.281     0.148546     -64287.775
 30 260    -5.830     0.261210     -64285.152
 35 260    -5.917     0.256041     -64280.817
 40 260    -5.489     0.282553     -64642.318
 45 260    -4.765     0.333826     -64639.929
 50 260    -4.474     0.356977     -64276.091
 55 260    -3.880     0.409232     -64277.134
 60 260    -2.686     0.538803     -64634.835
 65 260    -2.946     0.507493     -63917.142
 70 260    -4.397     0.363346     -64274.971
 75 260    -6.455     0.226204     -64271.437
 80 260   -10.074     0.098315     -64267.869
 85 260    -9.950     0.101163     -64270.554
 90 260   -10.295     0.093442     -63910.342
 95 260   -10.679     0.085530     -63908.323
100 260   -10.053     0.098782     -64268.326
105 260    -7.460     0.179490     -64268.837
110 260    -4.154     0.384255     -64271.824
115 260    -2.645     0.543851     -64270.137
120 260    -2.612     0.548037     -64631.197
125 260    -3.285     0.469397     -64630.916
130 260    -4.643     0.343329     -64629.338
135 260    -4.944     0.320302     -64627.177
140 260    -4.938     0.320804     -64267.547
145 260    -5.606     0.275068     -63905.956
150 260    -6.443     0.226835     -63546.257
155 260    -7.179     0.191470     -63903.635
160 260    -8.543     0.139865     -63900.409
165 260   -11.302     0.074092     -63901.820
170 260   -12.151     0.060934     -63904.538
175 260   -15.722     0.026782     -63546.591
180 260   -23.886     0.004087     -63547.753
  0 265   -22.221     0.005996     -64290.340
  5 265   -17.285     0.018686     -64287.259
 10 265   -14.182     0.038178     -63925.800
 15 265   -10.828     0.082636     -64282.952
 20 265    -9.249     0.118872     -63923.655
 25 265    -8.281     0.148546     -64287.775
 30 265    -5.830     0.261210     -64285.152
 35 265    -5.917     0.256041     -64280.817
 40 265    -5.489     0.282553     -64642.318
 45 265    -4.765     0.333826     -64639.929
 50 265    -4.474     0.356977     -64276.091
 55 265    -3.880     0.409232     -64277.134
 60 265    -2.686     0.538803     -64634.835
 65 265    -2.946     0.507493     -63917.142
 70 265    -4.397     0.363346     -64274.971
 75 265    -6.455     0.226204     -64271.437
 80 265   -10.074     0.098315     -64267.869
 85 265    -9.950     0.101163     -64270.554
 90 265   -10.295     0.093442     -63910.342
 95 265   -10.679     0.085530     -63908.323
100 265   -10.053     0.098782     -64268.326
105 265    -7.460     0.179490     -64268.837
110 265    -4.154     0.384255     -64271.824
115 265    -2.645     0.543851     -64270.137
120 265    -2.612     0.548037     -64631.197
125 265    -3.285     0.469397     -64630.916
130 265    -4.643     0.343329     -64629.338
135 265    -4.944     0.320302     -64627.177
140 265    -4.938     0.320804     -64267.547
145 265    -5.606     0.275068     -63905.956
150 265    -6.443     0.226835     -63546.257
155 265    -7.179     0.191470     -63903.635
160 265    -8.543     0.139865     -63900.409
165 265   -11.302     0.074092     -63901.820
170 265   -12.151     0.060934     -63904.538
175 265   -15.722     0.026782     -63546.591
180 265   -23.886     0.004087     -63547.753
  0 270   -22.221     0.005996     -64290.340
  5 270   -17.285     0.018686     -64287.259
 10 270   -14.182     0.038178     -63925.800
 15 270   -10.828     0.082636     -64282.952
 20 270    -9.249     0.118872     -63923.655
 25 270    -8.281     0.148546     -64287.775
 30 270    -5.830     0.261210     -64285.152
 35 270    -5.917     0.256041     -64280.817
 40 270    -5.489     0.282553     -64642.318
 45 270    -4.765     0.333826     -64639.929
 50 270    -4.474     0.356977     -64276.091
 55 270    -3.880     0.409232     -64277.134
 60 270    -2.686     0.538803     -64634.835
 65 270    -2.946     0.507493     -63917.142
 70 270    -4.397     0.363346     -64274.971
 75 270    -6.455     0.226204     -64271.437
 80 270   -10.074     0.098315     -64267.869
 85 270    -9.950     0.101163     -64270.554
 90 270   -10.295     0.093442     -63910.342
 95 270   -10.679     0.085530     -63908.323
100 270   -10.053     0.098782     -64268.326
105 270    -7.460     0.179490     -64268.837
110 270    -4.154     0.384255     -64271.824
115 270    -2.645     0.543851     -64270.137
120 270    -2.612     0.548037     -64631.197
125 270    -3.285     0.469397     -64630.916
130 270    -4.643     0.343329     -64629.338
135 270    -4.944     0.320302     -64627.177
140 270    -4.938     0.320804     -64267.547
145 270    -5.606     0.275068     -63905.956
150 270    -6.443     0.226835     -63546.257
155 270    -7.179     0.191470     -63903.635
160 270    -8.543     0.139865     -63900.409
165 270   -11.302     0.074092     -63901.820
170 270   -12.151     0.060934     -63904.538
175 270   -15.722     0.026782     -63546.591
180 270   -23.886     0.004087     -63547.753
  0 275   -22.221     0.005996     -64290.340
  5 275   -17.285     0.018686     -64287.259
 10 275   -14.182     0.038178     -63925.800
 15 275   -10.828     0.082636     -64282.952
 20 275    -9.249     0.118872     -63923.655
 25 275    -8.281     0.148546     -64287.775
 30 275    -5.830     0.261210     -64285.152
 35 275    -5.917     0.256041     -64280.817
 40 275    -5.489     0.282553     -64642.318
 45 275    -4.765     0.333826     -64639.929
 50 275    -4.474     0.356977     -64276.091
 55 275    -3.880     0.409232     -64277.134
 60 275    -2.686     0.538803     -64634.835
 65 275    -2.946     0.507493     -63917.142
 70 275    -4.397     0.363346     -64274.971
 75 275    -6.455     0.226204     -64271.437
 80 275   -10.074     0.098315     -64267.869
 85 275    -9.950     0.101163     -64270.554
 90 275   -10.295     0.093442     -63910.342
 95 275   -10.679     0.085530     -63908.323
100 275   -10.053     0.098782     -64268.326
105 275    -7.460     0.179490     -64268.837
110 275    -4.154     0.384255     -64271.824
115 275    -2.645     0.543851     -64270.137
120 275    -2.612     0.548037     -64631.197
125 275    -3.285     0.469397     -64630.916
130 275    -4.643     0.343329     -64629.338
135 275    -4.944     0.320302     -64627.177
140 275    -4.938     0.320804     -64267.547
145 275    -5.606     0.275068     -63905.956
150 275    -6.443     0.226835     -63546.257
155 275    -7.179     0.191470     -63903.635
160 275    -8.543     0.139865     -63900.409
165 275   -11.302     0.074092     -63901.820
170 275   -12.151     0.060934     -63904.538
175 275   -15.722     0.026782     -63546.591
180 275   -23.886     0.004087     -63547.753
  0 280   -22.221     0.005996     -64290.340
  5 280   -17.285     0.018686     -64287.259
 10 280   -14.182     0.038178     -63925.800
 15 280   -10.828     0.082636     -64282.952
 20 280    -9.249     0.118872     -63923.655
 25 280    -8.281     0.148546     -64287.775
 30 280    -5.830     0.261210     -64285.152
 35 280    -5.917     0.256041     -64280.817
 40 280    -5.489     0.282553     -64642.318
 45 280    -4.765     0.333826     -64639.929
 50 280    -4.474     0.356977     -64276.091
 55 280    -3.880     0.409232     -64277.134
 60 280    -2.686     0.538803     -64634.835
 65 280    -2.946     0.507493     -63917.142
 70 280    -4.397     0.363346     -64274.971
 75 280    -6.455     0.226204     -64271.437
 80 280   -10.074     0.098315     -64267.869
 85 280    -9.950     0.101163     -64270.554
 90 280   -10.295     0.093442     -63910.342
 95 280   -10.679     0.085530     -63908.323
100 280   -10.053     0.098782     -64268.326
105 280    -7.460     0.179490     -64268.837
110 280    -4.154     0.384255     -64271.824
115 280    -2.645     0.543851     -64270.137
120 280    -2.612     0.548037     -64631.197
125 280    -3.285     0.469397     -64630.916
130 280    -4.643     0.343329     -64629.338
135 280    -4.944     0.320302     -64627.177
140 280    -4.938     0.320804     -64267.547
145 280    -5.606     0.275068     -63905.956
150 280    -6.443     0.226835     -63546.257
155 280    -7.179     0.191470     -63903.635
160 280    -8.543     0.139865     -63900.409
165 280   -11.302     0.074092     -63901.820
170 280   -12.151     0.060934     -63904.538
175 280   -15.722     0.026782     -63546.591
180 280   -23.886     0.004087     -63547.753
  0 285   -22.221     0.005996     -64290.340
  5 285   -17.285     0.018686     -64287.259
 10 285   -14.182     0.038178     -63925.800
 15 285   -10.828     0.082636     -64282.952
 20 285    -9.249     0.118872     -63923.655
 25 285    -8.281     0.148546     -64287.775
 30 285    -5.830     0.261210     -64285.152
 35 285    -5.917     0.256041     -64280.817
 40 285    -5.489     0.282553     -64642.318
 45 285    -4.765     0.333826     -64639.929
 50 285    -4.474     0.356977     -64276.091
 55 285    -3.880     0.409232     -64277.134
 60 285    -2.686     0.538803     -64634.835
 65 285    -2.946     0.507493     -63917.142
 70 285    -4.397     0.363346     -64274.971
 75 285    -6.455     0.226204     -64271.437
 80 285   -10.074     0.098315     -64267.869
 85 285    -9.950     0.101163     -64270.554
 90 285   -10.295     0.093442     -63910.342
 95 285   -10.679     0.085530     -63908.323
100 285   -10.053     0.098782     -64268.326
105 285    -7.460     0.179490     -64268.837
110 285    -4.154     0.384255     -64271.824
115 285    -2.645     0.543851     -64270.137
120 285    -2.612     0.548037     -64631.197
125 285    -3.285     0.469397     -64630.916
130 285    -4.643     0.343329     -64629.338
135 285    -4.944     0.320302     -64627.177
140 285    -4.938     0.320804     -64267.547
145 285    -5.606     0.275068     -63905.956
150 285    -6.443     0.226835     -63546.257
155 285    -7.179     0.191470     -63903.635
160 285    -8.543     0.139865     -63900.409
165 285   -11.302     0.074092     -63901.820
170 285   -12.151     0.060934     -63904.538
175 285   -15.722     0.026782     -63546.591
180 285   -23.886     0.004087     -63547.753
  0 290   -22.221     0.005996     -64290.340
  5 290   -17.285     0.018686     -64287.259
 10 290   -14.182     0.038178     -63925.800
 15 290   -10.828     0.082636     -64282.952
 20 290    -9.249     0.118872     -63923.655
 25 290    -8.281     0.148546     -64287.775
 30 290    -5.830     0.261210     -64285.152
 35 290    -5.917     0.256041     -64280.817
 40 290    -5.489     0.282553     -64642.318
 45 290    -4.765     0.333826     -64639.929
 50 290    -4.474     0.356977     -64276.091
 55 290    -3.880     0.409232     -64277.134
 60 290    -2.686     0.538803     -64634.835
 65 290    -2.946     0.507493     -63917.142
 70 290    -4.397     0.363346     -64274.971
 75 290    -6.455     0.226204     -64271.437
 80 290   -10.074     0.098315     -64267.869
 85 290    -9.950     0.101163     -64270.554
 90 290   -10.295     0.093442     -63910.342
 95 290   -10.679     0.085530     -63908.323
100 290   -10.053     0.098782     -64268.326
105 290    -7.460     0.179490     -64268.837
110 290    -4.154     0.384255     -64271.824
115 290    -2.645     0.543851     -64270.137
120 290    -2.612     0.548037     -64631.197
125 290    -3.285     0.469397     -64630.916
130 290    -4.643     0.343329     -64629.338
135 290    -4.944     0.320302     -64627.177
140 290    -4.938     0.320804     -64267.547
145 290    -5.606     0.275068     -63905.956
150 290    -6.443     0.226835     -63546.257
155 290    -7.179     0.191470     -63903.635
160 290    -8.543     0.139865     -63900.409
165 290   -11.302     0.074092     -63901.820
170 290   -12.151     0.060934     -63904.538
175 290   -15.722     0.026782     -63546.591
180 290   -23.886     0.004087     -63547.753
  0 295   -22.221     0.005996     -64290.340
  5 295   -17.285     0.018686     -64287.259
 10 295   -14.182     0.038178     -63925.800
 15 295   -10.828     0.082636     -64282.952
 20 295    -9.249     0.118872     -63923.655
 25 295    -8.281     0.148546     -64287.775
 30 295    -5.830     0.261210     -64285.152
 35 295    -5.917     0.256041     -64280.817
 40 295    -5.489     0.282553     -64642.318
 45 295    -4.765     0.333826     -64639.929
 50 295    -4.474     0.356977     -64276.091
 55 295    -3.880     0.409232     -64277.134
 60 295    -2.686     0.538803     -64634.835
 65 295    -2.946     0.507493     -63917.142
 70 295    -4.397     0.363346     -64274.971
 75 295    -6.455     0.226204     -64271.437
 80 295   -10.074     0.098315     -64267.869
 85 295    -9.950     0.101163     -64270.554
 90 295   -10.295     0.093442     -63910.342
 95 295   -10.679     0.085530     -63908.323
100 295   -10.053     0.098782     -64268.326
105 295    -7.460     0.179490     -64268.837
110 295    -4.154     0.384255     -64271.824
115 295    -2.645     0.543851     -64270.137
120 295    -2.612     0.548037     -64631.197
125 295    -3.285     0.469397     -64630.916
130 295    -4.643     0.343329     -64629.338
135 295    -4.944     0.320302     -64627.177
140 295    -4.938     0.320804     -64267.547
145 295    -5.606     0.275068     -63905.956
150 295    -6.443     0.226835     -63546.257
155 295    -7.179     0.191470     -63903.635
160 295    -8.543     0.139865     -63900.409
165 295   -11.302     0.074092     -63901.820
170 295   -12.151     0.060934     -63904.538
175 295   -15.722     0.026782     -63546.591
180 295   -23.886     0.004087     -63547.753
  0 300   -22.221     0.005996     -64290.340
  5 300   -17.285     0.018686     -64287.259
 10 300   -14.182     0.038178     -63925.800
 15 300   -10.828     0.082636     -64282.952
 20 300    -9.249     0.118872     -63923.655
 25 300    -8.281     0.148546     -64287.775
 30 300    -5.830     0.261210     -64285.152
 35 300    -5.917     0.256041     -64280.817
 40 300    -5.489     0.282553     -64642.318
 45 300    -4.765     0.333826     -64639.929
 50 300    -4.474     0.356977     -64276.091
 55 300    -3.880     0.409232     -64277.134
 60 300    -2.686     0.538803     -64634.835
 65 300    -2.946     0.507493     -63917.142
 70 300    -4.397     0.363346     -64274.971
 75 300    -6.455     0.226204     -64271.437
 80 300   -10.074     0.098315     -64267.869
 85 300    -9.950     0.101163     -64270.554
 90 300   -10.295     0.093442     -63910.342
 95 300   -10.679     0.085530     -63908.323
100 300   -10.053     0.098782     -64268.326
105 300    -7.460     0.179490     -64268.837
110 300    -4.154     0.384255     -64271.824
115 300    -2.645     0.543851     -64270.137
120 300    -2.612     0.548037     -64631.197
125 300    -3.285     0.469397     -64630.916
130 300    -4.643     0.343329     -64629.338
135 300    -4.944     0.320302     -64627.177
140 300    -4.938     0.320804     -64267.547
145 300    -5.606     0.275068     -63905.956
150 300    -6.443     0.226835     -63546.257
155 300    -7.179     0.191470     -63903.635
160 300    -8.543     0.139865     -63900.409
165 300   -11.302     0.074092     -63901.820
170 300   -12.151     0.060934     -63904.538
175 300   -15.722     0.026782     -63546.591
180 300   -23.886     0.004087     -63547.753
  0 305   -22.221     0.005996     -64290.340
  5 305   -17.285     0.018686     -64287.259
 10 305   -14.182     0.038178     -63925.800
 15 305   -10.828     0.082636     -64282.952
 20 305    -9.249     0.118872     -63923.655
 25 305    -8.281     0.148546     -64287.775
 30 305    -5.830     0.261210     -64285.152
 35 305    -5.917     0.256041     -64280.817
 40 305    -5.489     0.282553     -64642.318
 45 305    -4.765     0.333826     -64639.929
 50 305    -4.474     0.356977     -64276.091
 55 305    -3.880     0.409232     -64277.134
 60 305    -2.686     0.538803     -64634.835
 65 305    -2.946     0.507493     -63917.142
 70 305    -4.397     0.363346     -64274.971
 75 305    -6.455     0.226204     -64271.437
 80 305   -10.074     0.098315     -64267.869
 85 305    -9.950     0.101163     -64270.554
 90 305   -10.295     0.093442     -63910.342
 95 305   -10.679     0.085530     -63908.323
100 305   -10.053     0.098782     -64268.326
105 305    -7.460     0.179490     -64268.837
110 305    -4.154     0.384255     -64271.824
115 305    -2.645     0.543851     -64270.137
120 305    -2.612     0.548037     -64631.197
125 305    -3.285     0.469397     -64630.916
130 305    -4.643     0.343329     -64629.338
135 305    -4.944     0.320302     -64627.177
140 305    -4.938     0.320804     -64267.547
145 305    -5.606     0.275068     -63905.956
150 305    -6.443     0.226835     -63546.257
155 305    -7.179     0.191470     -63903.635
160 305    -8.543     0.139865     -63900.409
165 305   -11.302     0.074092     -63901.820
170 305   -12.151     0.060934     -63904.538
175 305   -15.722     0.026782     -63546.591
180 305   -23.886     0.004087     -63547.753
  0 310   -22.221     0.005996     -64290.340
  5 310   -17.285     0.018686     -64287.259
 10 310   -14.182     0.038178     -63925.800
 15 310   -10.828     0.082636     -64282.952
 20 310    -9.249     0.118872     -63923.655
 25 310    -8.281     0.148546     -64287.775
 30 310    -5.830     0.261210     -64285.152
 35 310    -5.917     0.256041     -64280.817
 40 310    -5.489     0.282553     -64642.318
 45 310    -4.765     0.333826     -64639.929
 50 310    -4.474     0.356977     -64276.091
 55 310    -3.880     0.409232     -64277.134
 60 310    -2.686     0.538803     -64634.835
 65 310    -2.946     0.507493     -63917.142
 70 310    -4.397     0.363346     -64274.971
 75 310    -6.455     0.226204     -64271.437
 80 310   -10.074     0.098315     -64267.869
 85 310    -9.950     0.101163     -64270.554
 90 310   -10.295     0.093442     -63910.342
 95 310   -10.679     0.085530     -63908.323
100 310   -10.053     0.098782     -64268.326
105 310    -7.460     0.179490     -64268.837
110 310    -4.154     0.384255     -64271.824
115 310    -2.645     0.543851     -64270.137
120 310    -2.612     0.548037     -64631.197
125 310    -3.285     0.469397     -64630.916
130 310    -4.643     0.343329     -64629.338
135 310    -4.944     0.320302     -64627.177
140 310    -4.938     0.320804     -64267.547
145 310    -5.606     0.275068     -63905.956
150 310    -6.443     0.226835     -63546.257
155 310    -7.179     0.191470     -63903.635
160 310    -8.543     0.139865     -63900.409
165 310   -11.302     0.074092     -63901.820
170 310   -12.151     0.060934     -63904.538
175 310   -15.722     0.026782     -63546.591
180 310   -23.886     0.004087     -63547.753
  0 315   -22.221     0.005996     -64290.340
  5 315   -17.285     0.018686     -64287.259
 10 315   -14.182     0.038178     -63925.800
 15 315   -10.828     0.082636     -64282.952
 20 315    -9.249     0.118872     -63923.655
 25 315    -8.281     0.148546     -64287.775
 30 315    -5.830     0.261210     -64285.152
 35 315    -5.917     0.256041     -64280.817
 40 315    -5.489     0.282553     -64642.318
 45 315    -4.765     0.333826     -64639.929
 50 315    -4.474     0.356977     -64276.091
 55 315    -3.880     0.409232     -64277.134
 60 315    -2.686     0.538803     -64634.835
 65 315    -2.946     0.507493     -63917.142
 70 315    -4.397     0.363346     -64274.971
 75 315    -6.455     0.226204     -64271.437
 80 315   -10.074     0.098315     -64267.869
 85 315    -9.950     0.101163     -64270.554
 90 315   -10.295     0.093442     -63910.342
 95 315   -10.679     0.085530     -63908.323
100 315   -10.053     0.098782     -64268.326
105 315    -7.460     0.179490     -64268.837
110 315    -4.154     0.384255     -64271.824
115 315    -2.645     0.543851     -64270.137
120 315    -2.612     0.548037     -64631.197
125 315    -3.285     0.469397     -64630.916
130 315    -4.643     0.343329     -64629.338
135 315    -4.944     0.320302     -64627.177
140 315    -4.938     0.320804     -64267.547
145 315    -5.606     0.275068     -63905.956
150 315    -6.443     0.226835     -63546.257
155 315    -7.179     0.191470     -63903.635
160 315    -8.543     0.139865     -63900.409
165 315   -11.302     0.074092     -63901.820
170 315   -12.151     0.060934     -63904.538
175 315   -15.722     0.026782     -63546.591
180 315   -23.886     0.004087     -63547.753
  0 320   -22.221     0.005996     -64290.340
  5 320   -17.285     0.018686     -64287.259
 10 320   -14.182     0.038178     -63925.800
 15 320   -10.828     0.082636     -64282.952
 20 320    -9.249     0.118872     -63923.655
 25 320    -8.281     0.148546     -64287.775
 30 320    -5.830     0.261210     -64285.152
 35 320    -5.917     0.256041     -64280.817
 40 320    -5.489     0.282553     -64642.318
 45 320    -4.765     0.333826     -64639.929
 50 320    -4.474     0.356977     -64276.091
 55 320    -3.880     0.409232     -64277.134
 60 320    -2.686     0.538803     -64634.835
 65 320    -2.946     0.507493     -63917.142
 70 320    -4.397     0.363346     -64274.971
 75 320    -6.455     0.226204     -64271.437
 80 320   -10.074     0.098315     -64267.869
 85 320    -9.950     0.101163     -64270.554
 90 320   -10.295     0.093442     -63910.342
 95 320   -10.679     0.085530     -63908.323
100 320   -10.053     0.098782     -64268.326
105 320    -7.460     0.179490     -64268.837
110 320    -4.154     0.384255     -64271.824
115 320    -2.645     0.543851     -64270.137
120 320    -2.612     0.548037     -64631.197
125 320    -3.285     0.469397     -64630.916
130 320    -4.643     0.343329     -64629.338
135 320    -4.944     0.320302     -64627.177
140 320    -4.938     0.320804     -64267.547
145 320    -5.606     0.275068     -63905.956
150 320    -6.443     0.226835     -63546.257
155 320    -7.179     0.191470     -63903.635
160 320    -8.543     0.139865     -63900.409
165 320   -11.302     0.074092     -63901.820
170 320   -12.151     0.060934     -63904.538
175 320   -15.722     0.026782     -63546.591
180 320   -23.886     0.004087     -63547.753
  0 325   -22.221     0.005996     -64290.340
  5 325   -17.285     0.018686     -64287.259
 10 325   -14.182     0.038178     -63925.800
 15 325   -10.828     0.082636     -64282.952
 20 325    -9.249     0.118872     -63923.655
 25 325    -8.281     0.148546     -64287.775
 30 325    -5.830     0.261210     -64285.152
 35 325    -5.917     0.256041     -64280.817
 40 325    -5.489     0.282553     -64642.318
 45 325    -4.765     0.333826     -64639.929
 50 325    -4.474     0.356977     -64276.091
 55 325    -3.880     0.409232     -64277.134
 60 325    -2.686     0.538803     -64634.835
 65 325    -2.946     0.507493     -63917.142
 70 325    -4.397     0.363346     -64274.971
 75 325    -6.455     0.226204     -64271.437
 80 325   -10.074     0.098315     -64267.869
 85 325    -9.950     0.101163     -64270.554
 90 325   -10.295     0.093442     -63910.342
