n : 1.0
freq : 83.33 MHz
SWR : 7.037
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 15  90   -23.627     0.004338      -3279.437
 20  90   -27.158     0.001924      -3277.940
 25  90   -25.293     0.002956      -3280.579
 30  90   -24.760     0.003342      -3282.790
 35  90   -25.105     0.003087      -3285.018
 40  90   -24.056     0.003930      -3286.737
 45  90   -22.439     0.005702      -3288.296
 50  90   -22.080     0.006194      -3290.323
 55  90   -20.756     0.008403      -3292.228
 60  90   -18.813     0.013144      -3292.522
 65  90   -17.046     0.019743      -3292.148
 70  90   -15.753     0.026587      -3291.024
 75  90   -14.470     0.035726      -3293.342
 80  90   -13.332     0.046435      -3290.837
 85  90   -12.424     0.057232      -3292.729
 90  90   -11.489     0.070969      -3291.456
 95  90   -12.267     0.059331      -3291.253
100  90   -12.903     0.051257      -3293.462
105  90   -14.463     0.035785      -3293.614
110  90   -15.796     0.026327      -3296.774
115  90   -16.706     0.021350      -3294.658
120  90   -18.677     0.013562      -3296.730
125  90   -19.926     0.010171      -3297.058
130  90   -22.512     0.005608      -3296.115
135  90   -23.296     0.004682      -3295.435
140  90   -24.048     0.003937      -3295.183
145  90   -25.999     0.002512      -3295.348
150  90   -25.764     0.002652      -3295.036
155  90   -26.218     0.002389      -3295.518
160  90   -27.732     0.001686      -3295.935
165  90   -23.835     0.004135      -3296.506
170  90   -22.659     0.005421      -3296.502
175  90   -21.459     0.007146      -3297.619
180  90   -21.864     0.006510      -3295.629
  0  95   -22.918     0.005108      -3278.156
  5  95   -22.391     0.005766      -3280.107
 10  95   -22.900     0.005128      -3279.013
 15  95   -23.627     0.004338      -3279.437
 20  95   -27.158     0.001924      -3277.940
 25  95   -25.293     0.002956      -3280.579
 30  95   -24.760     0.003342      -3282.790
 35  95   -25.105     0.003087      -3285.018
 40  95   -24.056     0.003930      -3286.737
 45  95   -22.439     0.005702      -3288.296
 50  95   -22.080     0.006194      -3290.323
 55  95   -20.756     0.008403      -3292.228
 60  95   -18.813     0.013144      -3292.522
 65  95   -17.046     0.019743      -3292.148
 70  95   -15.753     0.026587      -3291.024
 75  95   -14.470     0.035726      -3293.342
 80  95   -13.332     0.046435      -3290.837
 85  95   -12.424     0.057232      -3292.729
 90  95   -11.489     0.070969      -3291.456
 95  95   -12.267     0.059331      -3291.253
100  95   -12.903     0.051257      -3293.462
105  95   -14.463     0.035785      -3293.614
110  95   -15.796     0.026327      -3296.774
115  95   -16.706     0.021350      -3294.658
120  95   -18.677     0.013562      -3296.730
125  95   -19.926     0.010171      -3297.058
130  95   -22.512     0.005608      -3296.115
135  95   -23.296     0.004682      -3295.435
140  95   -24.048     0.003937      -3295.183
145  95   -25.999     0.002512      -3295.348
150  95   -25.764     0.002652      -3295.036
155  95   -26.218     0.002389      -3295.518
160  95   -27.732     0.001686      -3295.935
165  95   -23.835     0.004135      -3296.506
170  95   -22.659     0.005421      -3296.502
175  95   -21.459     0.007146      -3297.619
180  95   -21.864     0.006510      -3295.629
  0 100   -22.918     0.005108      -3278.156
  5 100   -22.391     0.005766      -3280.107
 10 100   -22.900     0.005128      -3279.013
 15 100   -23.627     0.004338      -3279.437
 20 100   -27.158     0.001924      -3277.940
 25 100   -25.293     0.002956      -3280.579
 30 100   -24.760     0.003342      -3282.790
 35 100   -25.105     0.003087      -3285.018
 40 100   -24.056     0.003930      -3286.737
 45 100   -22.439     0.005702      -3288.296
 50 100   -22.080     0.006194      -3290.323
 55 100   -20.756     0.008403      -3292.228
 60 100   -18.813     0.013144      -3292.522
 65 100   -17.046     0.019743      -3292.148
 70 100   -15.753     0.026587      -3291.024
 75 100   -14.470     0.035726      -3293.342
 80 100   -13.332     0.046435      -3290.837
 85 100   -12.424     0.057232      -3292.729
 90 100   -11.489     0.070969      -3291.456
 95 100   -12.267     0.059331      -3291.253
100 100   -12.903     0.051257      -3293.462
105 100   -14.463     0.035785      -3293.614
110 100   -15.796     0.026327      -3296.774
115 100   -16.706     0.021350      -3294.658
120 100   -18.677     0.013562      -3296.730
125 100   -19.926     0.010171      -3297.058
130 100   -22.512     0.005608      -3296.115
135 100   -23.296     0.004682      -3295.435
140 100   -24.048     0.003937      -3295.183
145 100   -25.999     0.002512      -3295.348
150 100   -25.764     0.002652      -3295.036
155 100   -26.218     0.002389      -3295.518
160 100   -27.732     0.001686      -3295.935
165 100   -23.835     0.004135      -3296.506
170 100   -22.659     0.005421      -3296.502
175 100   -21.459     0.007146      -3297.619
180 100   -21.864     0.006510      -3295.629
  0 105   -22.918     0.005108      -3278.156
  5 105   -22.391     0.005766      -3280.107
 10 105   -22.900     0.005128      -3279.013
 15 105   -23.627     0.004338      -3279.437
 20 105   -27.158     0.001924      -3277.940
 25 105   -25.293     0.002956      -3280.579
 30 105   -24.760     0.003342      -3282.790
 35 105   -25.105     0.003087      -3285.018
 40 105   -24.056     0.003930      -3286.737
 45 105   -22.439     0.005702      -3288.296
 50 105   -22.080     0.006194      -3290.323
 55 105   -20.756     0.008403      -3292.228
 60 105   -18.813     0.013144      -3292.522
 65 105   -17.046     0.019743      -3292.148
 70 105   -15.753     0.026587      -3291.024
 75 105   -14.470     0.035726      -3293.342
 80 105   -13.332     0.046435      -3290.837
 85 105   -12.424     0.057232      -3292.729
 90 105   -11.489     0.070969      -3291.456
 95 105   -12.267     0.059331      -3291.253
100 105   -12.903     0.051257      -3293.462
105 105   -14.463     0.035785      -3293.614
110 105   -15.796     0.026327      -3296.774
115 105   -16.706     0.021350      -3294.658
120 105   -18.677     0.013562      -3296.730
125 105   -19.926     0.010171      -3297.058
130 105   -22.512     0.005608      -3296.115
135 105   -23.296     0.004682      -3295.435
140 105   -24.048     0.003937      -3295.183
145 105   -25.999     0.002512      -3295.348
150 105   -25.764     0.002652      -3295.036
155 105   -26.218     0.002389      -3295.518
160 105   -27.732     0.001686      -3295.935
165 105   -23.835     0.004135      -3296.506
170 105   -22.659     0.005421      -3296.502
175 105   -21.459     0.007146      -3297.619
180 105   -21.864     0.006510      -3295.629
  0 110   -22.918     0.005108      -3278.156
  5 110   -22.391     0.005766      -3280.107
 10 110   -22.900     0.005128      -3279.013
 15 110   -23.627     0.004338      -3279.437
 20 110   -27.158     0.001924      -3277.940
 25 110   -25.293     0.002956      -3280.579
 30 110   -24.760     0.003342      -3282.790
 35 110   -25.105     0.003087      -3285.018
 40 110   -24.056     0.003930      -3286.737
 45 110   -22.439     0.005702      -3288.296
 50 110   -22.080     0.006194      -3290.323
 55 110   -20.756     0.008403      -3292.228
 60 110   -18.813     0.013144      -3292.522
 65 110   -17.046     0.019743      -3292.148
 70 110   -15.753     0.026587      -3291.024
 75 110   -14.470     0.035726      -3293.342
 80 110   -13.332     0.046435      -3290.837
 85 110   -12.424     0.057232      -3292.729
 90 110   -11.489     0.070969      -3291.456
 95 110   -12.267     0.059331      -3291.253
100 110   -12.903     0.051257      -3293.462
105 110   -14.463     0.035785      -3293.614
110 110   -15.796     0.026327      -3296.774
115 110   -16.706     0.021350      -3294.658
120 110   -18.677     0.013562      -3296.730
125 110   -19.926     0.010171      -3297.058
130 110   -22.512     0.005608      -3296.115
135 110   -23.296     0.004682      -3295.435
140 110   -24.048     0.003937      -3295.183
145 110   -25.999     0.002512      -3295.348
150 110   -25.764     0.002652      -3295.036
155 110   -26.218     0.002389      -3295.518
160 110   -27.732     0.001686      -3295.935
165 110   -23.835     0.004135      -3296.506
170 110   -22.659     0.005421      -3296.502
175 110   -21.459     0.007146      -3297.619
180 110   -21.864     0.006510      -3295.629
  0 115   -22.918     0.005108      -3278.156
  5 115   -22.391     0.005766      -3280.107
 10 115   -22.900     0.005128      -3279.013
 15 115   -23.627     0.004338      -3279.437
 20 115   -27.158     0.001924      -3277.940
 25 115   -25.293     0.002956      -3280.579
 30 115   -24.760     0.003342      -3282.790
 35 115   -25.105     0.003087      -3285.018
 40 115   -24.056     0.003930      -3286.737
 45 115   -22.439     0.005702      -3288.296
 50 115   -22.080     0.006194      -3290.323
 55 115   -20.756     0.008403      -3292.228
 60 115   -18.813     0.013144      -3292.522
 65 115   -17.046     0.019743      -3292.148
 70 115   -15.753     0.026587      -3291.024
 75 115   -14.470     0.035726      -3293.342
 80 115   -13.332     0.046435      -3290.837
 85 115   -12.424     0.057232      -3292.729
 90 115   -11.489     0.070969      -3291.456
 95 115   -12.267     0.059331      -3291.253
100 115   -12.903     0.051257      -3293.462
105 115   -14.463     0.035785      -3293.614
110 115   -15.796     0.026327      -3296.774
115 115   -16.706     0.021350      -3294.658
120 115   -18.677     0.013562      -3296.730
125 115   -19.926     0.010171      -3297.058
130 115   -22.512     0.005608      -3296.115
135 115   -23.296     0.004682      -3295.435
140 115   -24.048     0.003937      -3295.183
145 115   -25.999     0.002512      -3295.348
150 115   -25.764     0.002652      -3295.036
155 115   -26.218     0.002389      -3295.518
160 115   -27.732     0.001686      -3295.935
165 115   -23.835     0.004135      -3296.506
170 115   -22.659     0.005421      -3296.502
175 115   -21.459     0.007146      -3297.619
180 115   -21.864     0.006510      -3295.629
  0 120   -22.918     0.005108      -3278.156
  5 120   -22.391     0.005766      -3280.107
 10 120   -22.900     0.005128      -3279.013
 15 120   -23.627     0.004338      -3279.437
 20 120   -27.158     0.001924      -3277.940
 25 120   -25.293     0.002956      -3280.579
 30 120   -24.760     0.003342      -3282.790
 35 120   -25.105     0.003087      -3285.018
 40 120   -24.056     0.003930      -3286.737
 45 120   -22.439     0.005702      -3288.296
 50 120   -22.080     0.006194      -3290.323
 55 120   -20.756     0.008403      -3292.228
 60 120   -18.813     0.013144      -3292.522
 65 120   -17.046     0.019743      -3292.148
 70 120   -15.753     0.026587      -3291.024
 75 120   -14.470     0.035726      -3293.342
 80 120   -13.332     0.046435      -3290.837
 85 120   -12.424     0.057232      -3292.729
 90 120   -11.489     0.070969      -3291.456
 95 120   -12.267     0.059331      -3291.253
100 120   -12.903     0.051257      -3293.462
105 120   -14.463     0.035785      -3293.614
110 120   -15.796     0.026327      -3296.774
115 120   -16.706     0.021350      -3294.658
120 120   -18.677     0.013562      -3296.730
125 120   -19.926     0.010171      -3297.058
130 120   -22.512     0.005608      -3296.115
135 120   -23.296     0.004682      -3295.435
140 120   -24.048     0.003937      -3295.183
145 120   -25.999     0.002512      -3295.348
150 120   -25.764     0.002652      -3295.036
155 120   -26.218     0.002389      -3295.518
160 120   -27.732     0.001686      -3295.935
165 120   -23.835     0.004135      -3296.506
170 120   -22.659     0.005421      -3296.502
175 120   -21.459     0.007146      -3297.619
180 120   -21.864     0.006510      -3295.629
  0 125   -22.918     0.005108      -3278.156
  5 125   -22.391     0.005766      -3280.107
 10 125   -22.900     0.005128      -3279.013
 15 125   -23.627     0.004338      -3279.437
 20 125   -27.158     0.001924      -3277.940
 25 125   -25.293     0.002956      -3280.579
 30 125   -24.760     0.003342      -3282.790
 35 125   -25.105     0.003087      -3285.018
 40 125   -24.056     0.003930      -3286.737
 45 125   -22.439     0.005702      -3288.296
 50 125   -22.080     0.006194      -3290.323
 55 125   -20.756     0.008403      -3292.228
 60 125   -18.813     0.013144      -3292.522
 65 125   -17.046     0.019743      -3292.148
 70 125   -15.753     0.026587      -3291.024
 75 125   -14.470     0.035726      -3293.342
 80 125   -13.332     0.046435      -3290.837
 85 125   -12.424     0.057232      -3292.729
 90 125   -11.489     0.070969      -3291.456
 95 125   -12.267     0.059331      -3291.253
100 125   -12.903     0.051257      -3293.462
105 125   -14.463     0.035785      -3293.614
110 125   -15.796     0.026327      -3296.774
115 125   -16.706     0.021350      -3294.658
120 125   -18.677     0.013562      -3296.730
125 125   -19.926     0.010171      -3297.058
130 125   -22.512     0.005608      -3296.115
135 125   -23.296     0.004682      -3295.435
140 125   -24.048     0.003937      -3295.183
145 125   -25.999     0.002512      -3295.348
150 125   -25.764     0.002652      -3295.036
155 125   -26.218     0.002389      -3295.518
160 125   -27.732     0.001686      -3295.935
165 125   -23.835     0.004135      -3296.506
170 125   -22.659     0.005421      -3296.502
175 125   -21.459     0.007146      -3297.619
180 125   -21.864     0.006510      -3295.629
  0 130   -22.918     0.005108      -3278.156
  5 130   -22.391     0.005766      -3280.107
 10 130   -22.900     0.005128      -3279.013
 15 130   -23.627     0.004338      -3279.437
 20 130   -27.158     0.001924      -3277.940
 25 130   -25.293     0.002956      -3280.579
 30 130   -24.760     0.003342      -3282.790
 35 130   -25.105     0.003087      -3285.018
 40 130   -24.056     0.003930      -3286.737
 45 130   -22.439     0.005702      -3288.296
 50 130   -22.080     0.006194      -3290.323
 55 130   -20.756     0.008403      -3292.228
 60 130   -18.813     0.013144      -3292.522
 65 130   -17.046     0.019743      -3292.148
 70 130   -15.753     0.026587      -3291.024
 75 130   -14.470     0.035726      -3293.342
